Nº Contrato;Apelido Cliente;Nome Cliente;Categoria Cliente;Contato;Fone;Email;Referência;Status;Tipo Contrato;Início Vigência;Fim Vigência;Data Cadastro;Próx. Reajuste;Obs
"2584";"01635041000117 ITAPARICA PETRO";"ITAPARICA PETROLEO E COMERCIO LTDA";;"Financeiro";"27 3204 4848";"fiscalmatadapraia@outlook.compostonovamarca@terra.com.brfinanceiro@postosprime.com.brcoordenacao.adm@postosprime.com.brnfs01@atasistemas.com.br";"Valor R$ 797,62 Mensal I Ponto Web 150F";"ATIVO";"Ponto Secullum";"07/05/2024";"07/05/2026";"07/11/2024 17:55";"07/05/2026";"05/05/25 Contrato renovado (e-mail João) tendo acréscimo de R$63,02 passando de R$734,60 para R$797,62||Descrição: Contrato de manutenção de sistema de ponto.|Renovar no IGP-M||O banco de dados irá atender às empresas do grupo:|01635041000117 — ITAPARICA PETROLEO E COMERCIO LTDA|01635041000206 — ITAPARICA PETROLEO E COMERCIO LTDA - FILIAL|08788618000170 — JS PETROLEO E COMERCIO LTDA|33869754000131 — POSTO PRIME NORTE SUL LTDA||- Licença Mensal do Ponto Secullum Web ( Até 70 funcionários )|- Serviço técnico de apoio e suporte remoto.||26/10/2023 - Aditivo contratual 2036 (SIGE).  Upgrade de +20 funcionários no Ponto Secullum Web, passando de 70 para 90 funcionários ativos. Acréscimo de R$ 100,00, passando de R$ 416,60 para R$ 516,60 mensal.|09/10/2024 - Aditivo Contratual 24771 (Sige). Upgrade de + 60 funcionários no  Ponto Secullum Web, passando de 90 para 150 funcionários ativos. Acréscimo de R$ 218,00 passando de R$ 516,60 para R$734,60"
"2307";"16776145000119 J.P. PREMOLDADO";"J.P. PREMOLDADOS LTDA";;"Financeiro";"(27)3720-1504";"rh@grupoanaclara.com.brfinanceiro@grupoanaclara.com.brnfs01@atasistemas.com.br";"Valor R$148,34 Mensal | Ponto Oflline Sem Mod Nuvem";"ATIVO";"SERVIÇOS";"07/11/2023";"07/11/2026";"07/11/2024 17:55";"07/11/2026";"Descrição: Contrato de manutenção de sistema de ponto.||05/12/2025 - Renovação por IGPM. Acréscimo de 0,92%. Passando de R$146,98 para R$148,34||* 05/07/2022: Upgrade da licença considerando o limite para até 75 funcionários ativos.|O banco de dados contém as empresas:|05039314000111 — CONSTRUTORA ANA CLARA EIRELI|16776145000119 — J.P. PREMOL||- Licença Mensal do Ponto Secullum Offline sem Mód Nuvem ( Até 10 funcionários )|- Serviço técnico de apoio e suporte remoto."
"2606";"10430642000184 JOANA DARC DE S";"JOANA DARC DE SOUZA & FILHAS LTDA";;"Financeiro";;"ceicriancaecia@gmail.comnfs01@atasistemas.com.br";"Valor R$ 129,00 Mensal I RHiD 10F";"ATIVO";"Ponto ControlID";"05/06/2024";"05/06/2026";"07/11/2024 17:55";"05/06/2026";"Descrição: Serviço de manutenção ao software de ponto.||Licença do Software RHiD ( 10 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.|*Valor promocional*||ENVIAR NF WHATSAPP 27 998543839|24/03/2025: bloqueado por inadimplência.||23/05/2025: IMPORTANTE: Após processo de cobrança devido a inadimplência de 4 parcelas em aberto, houve negociação. Dessa forma, os boletos foram prorrogados. Contrato desbloqueado. ||NFs 12/2024 - Prorrogado para 30/06|NFs 01/2025 - Prorrogado para 15/07|NFs 02/2025 - Prorrogado para 15/08|NFs 03/2025 - Prorrogado para 15/09||Nos meses de abril e maio, não houve faturamento pois o sistema estava bloqueado. Dessa forma, o contrato irá retornar a partir do mês 06, por ora sem reajuste no valor.|"
"2517";"52199116000103 LC COMERCIO";"LC COMERCIO E INDUSTRIA LTDA";;"financeiro";;"departamentopessoal@vaillant.com.brgeovania@rederexpress.com.bradministrativo@rederexpress.com.brcharlene@rederexpress.com.brnfs01@atasistemas.com.br";"Valor R$ 184,03 Mensal I Ponto Web 30F";"CANCELADO";"Ponto Secullum";"25/03/2024";"25/03/2026";"07/11/2024 17:55";"25/03/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web ( Até 30 funcionários )|- Serviço técnico de apoio e suporte remoto.||03/06/2025- Interromper faturamento do contrato, considerando o faturamento de uma última parcela:|R$ 30,67 (vencimento no dia 20/07/2025) :: referente ao período proporcional de 25/06/2025 a 29/06/2025||24/03/2025: Bloqueado por inadimplência.|25/04/2025: desbloqueado após pagamento.|26/05/2025: As parcelas de abril e maio não haviam sido faturadas pois na planilha a empresa estava marcada como inadimplente. Dessa forma, foi emitida uma única nota e boleto no valor cheio das duas parcelas pendentes."
"2353";"17901939000120 MAXTRUCK AUTOPE";"MAXTRUCK AUTOPECAS LTDA";;"Financeiro";"(27)3344-0803";"gerencia@maxtruck.com.brfinanceiro@maxtruck.com.brnfs01@atasistemas.com.br";"Valor R$180,04 Mensal | RHiD";"ATIVO";"Ponto ControlID";"08/12/2023";"08/12/2026";"07/11/2024 17:55";"08/12/2026";"Município de Incidência SERRA / ES (prestador )"
"2768";"26959740000143 MEDBIO";"MEDBIO MEDICAL AND BIOLOGICAL SYSTEMS LTDA";;"financeiro";;"diretoria@medbioimport.comnfs01@atasistemas.com.br";"RESCINDIDO I Active - Mensal Ponto Web";"CANCELADO";"Ponto Secullum";"25/08/2024";"25/08/2025";"07/11/2024 17:55";"25/08/2025";"Descrição: Contrato de manutenção de sistema de ponto.|||- Licença Mensal do Software secullum ( Até 10 funcionários )|- Serviço técnico de apoio e suporte remoto."
"2303";"22772687000116 MEGA GYM LTDA";"MEGA GYM LTDA";;"Financeiro";;"allynelealcalegario@hotmail.comnfs01@atasistemas.com.br";"Valor R$282,54 Mensal | Academia com App";"ATIVO";"Academia Secullum";"10/10/2023";"10/10/2026";"07/11/2024 17:55";"10/10/2026";"Descrição: Serviço de manutenção ao software de gerenciamento de acesso.||- Licença do Secullum Academia + App ( 600 Pessoas | 01 Equipamento ) + Serviço técnico de apoio e suporte remoto.||10/11/2025 - Renovação por IGPM.|Em percentual:   7,4753%|Em fator de multiplicação:   1,074753|Os valores do índice utilizados neste cálculo foram:|Outubro-2023 = 0,50% Novembro-2023 = 0,59% Dezembro-2023 = 0,74% Janeiro-2024 = 0,07% Fevereiro-2024 = -0,52% Março-2024 = -0,47% Abril-2024 = 0,31% Maio-2024 = 0,89% Junho-2024 = 0,81% Julho-2024 = 0,61% Agosto-2024 = 0,29% Setembro-2024 = 0,62% Outubro-2024 = 1,52% Novembro-2024 = 1,30% Dezembro-2024 = 0,94% Janeiro-2025 = 0,27% Fevereiro-2025 = 1,06% Março-2025 = -0,34% Abril-2025 = 0,24% Maio-2025 = -0,49% Junho-2025 = -1,67% Julho-2025 = -0,77% Agosto-2025 = 0,36% Setembro-2025 = 0,42%.|Atualização|Valor atualizado  =  valor * fator  =  R$262,89 * 1,074753|Valor atualizado  =  R$282,54"
"2243";"05968834000109 MINERACAO RIO B";"MINERACAO RIO BAUNILHA LTDA";;"Financeiro";;"financeiro@riobaunilha.com.brmrb@riobaunilha.com.brnfs01@atasistemas.com.br";"Valor R$266,56 Mensal | RHiD";"ATIVO";"Ponto ControlID";"17/10/2023";"17/10/2026";"07/11/2024 17:55";"17/10/2026";"Descrição: Contrato de manutenção de sistema de ponto.|- Licença Mensal do Software RHiD ( Até 40 funcionários )|- Serviço técnico de apoio e suporte remoto.||21/10/2025 - Renovação por IGPM. Acréscimo de 7,47%. Passando de R$248,02 para R$266,56.|Os valores do índice utilizados neste cálculo foram:|Outubro-2023 = 0,50% Novembro-2023 = 0,59% Dezembro-2023 = 0,74% Janeiro-2024 = 0,07% Fevereiro-2024 = -0,52% Março-2024 = -0,47% Abril-2024 = 0,31% Maio-2024 = 0,89% Junho-2024 = 0,81% Julho-2024 = 0,61% Agosto-2024 = 0,29% Setembro-2024 = 0,62% Outubro-2024 = 1,52% Novembro-2024 = 1,30% Dezembro-2024 = 0,94% Janeiro-2025 = 0,27% Fevereiro-2025 = 1,06% Março-2025 = -0,34% Abril-2025 = 0,24% Maio-2025 = -0,49% Junho-2025 = -1,67% Julho-2025 = -0,77% Agosto-2025 = 0,36% Setembro-2025 = 0,42%.|Valor atualizado  =  valor * fator  =  R$248,02 * 1,074753|Valor atualizado  =  R$266,56||*25/09/2023 - Upgrade de +10 funcionários ativos, passando de 40 para 50 no software RHID. Adicional de R$20,00 no contrato 1792 (SIGE), passando de R$217,30 para R$237,30. Alterar as parcelas não processadas do contrato 1792 (SIGE), acrescentando R$20,00, passando de R$217,30 para R$237,30. "
"2464";"54439372000148 PANIFICAÇÃO SG";"PANIFICAÇÃO SG LTDA";;"Financeiro";"27998978933";"admpadariasantograal@gmail.comnfs01@atasistemas.com.br";"CANCELADO | Ponto Web";"CANCELADO";"Ponto Secullum";"05/03/2024";"05/03/2026";"07/11/2024 17:55";"05/03/2026";"Enviar notas e boletos para o CNPJ indicado pelo cliente:| 54439372000148 - PANIFICACAO SG LTDA."
"2219";"02385710000102 PEIU SOCIEDADE";"PEIU SOCIEDADE DE PROPOSITO ESPECIFICO -SPE S.A.";;"Financeiro";"0272298-111";"marcos.lisboa@eximbiz.com.brrita.souza@peiu.com.brnotafiscal@peiu.com.brRCSS.RH@GMAIL.COMnfs01@atasistemas.com.br";"Valor R$495,70 Mensal | Ponto Web";"ATIVO";"Ponto Secullum";"03/10/2023";"03/10/2026";"07/11/2024 17:55";"03/10/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web ( Até 50 funcionários )|- Serviço técnico de apoio e suporte remoto.||21/10/2025 - Renovação por IGPM. Acréscimo de 7,47%. Passando de R$461,22 para R$495,70|Os valores do índice utilizados neste cálculo foram:|Outubro-2023 = 0,50% Novembro-2023 = 0,59% Dezembro-2023 = 0,74% Janeiro-2024 = 0,07% Fevereiro-2024 = -0,52% Março-2024 = -0,47% Abril-2024 = 0,31% Maio-2024 = 0,89% Junho-2024 = 0,81% Julho-2024 = 0,61% Agosto-2024 = 0,29% Setembro-2024 = 0,62% Outubro-2024 = 1,52% Novembro-2024 = 1,30% Dezembro-2024 = 0,94% Janeiro-2025 = 0,27% Fevereiro-2025 = 1,06% Março-2025 = -0,34% Abril-2025 = 0,24% Maio-2025 = -0,49% Junho-2025 = -1,67% Julho-2025 = -0,77% Agosto-2025 = 0,36% Setembro-2025 = 0,42%.|Valor atualizado  =  valor * fator  =  R$461,22 * 1,074753|Valor atualizado  =  R$495,70|"
"2654";"02385710000102 PEIU SOCIEDADE";"PEIU SOCIEDADE DE PROPOSITO ESPECIFICO -SPE S.A.";;"financeiro";;"jaciara.jesus@peiu.com.brnotafiscal@peiu.com.brnfs01@atasistemas.com.br";"Active - Locação Mensal Acesso com Suporte Remoto";"CANCELADO";"Acesso Locação SW + Manutenção";"12/06/2024";"12/06/2025";"07/11/2024 17:55";"12/06/2025";"Descrição: Contrato de manutenção ao sistema de controle de acesso.||- Licença Mensal do Secullum Acesso ( 600 Pessoas / 03 Equipamentos )|- Serviço técnico de apoio e suporte remoto.||01 Torniquete Insetec + 02 iDFlex Prox Bio Prox|01 Controladora iDFlex Pro Bio Prox em Porta"
"2793";"PHENIX ASSESSORIA E CONSULTORI";"PHENIX ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA";;"financeiro";;"vinicius.oliveira@phenixafetos.com.brrenato.meier@phenixafetos.com.brnfs01@atasistemas.com.br";"EXPIRADO";"CANCELADO";"Ponto ControlID";"05/10/2024";"05/10/2025";"07/11/2024 17:55";"05/10/2025";"Serviço de manutenção ao software de ponto.|Licença Mensal do RHID ( Até 20 funcionários ativos)||Linha do tempo:|15/05/2025: Bloqueado por inadimplência"
"2387";"23456144000152 PORTERVIX";"PORTERVIX SERVICOS DE PORTARIA LTDA";;"finaneiro";"30383622";"ivana.mazzega@mgmonline.com.brgabriella.alvim@mgmonline.com.brrosimara.barbosa@mgmonline.com.brsheila.meirelles@mgmonline.com.br";"Active - Mensal Ponto Web";"CANCELADO";"Ponto Secullum";"03/11/2023";"03/11/2025";"07/11/2024 17:55";"03/11/2025";"CANCELADO - MODELO ANTIGO GRUPO MGM||Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web ( VARIÁVEL ), vinculado ao banco de dados principal da 15490603000196 - MGM SERVIÇOS ADMINISTRATIVOS EIRELI.|- Serviço técnico de apoio e suporte remoto."
"2406";"21927608000136 POSTO TRILHA LT";"POSTO TRILHA LTDA";;"Financeiro";"2733175537";"postotrilha@gmail.comfinanceiroptrilha@gmail.comnfs01@atasistemas.com.br";"Valor R$169,39 Mensal | RHiD";"ATIVO";"Ponto ControlID";"09/01/2024";"09/01/2027";"07/11/2024 17:55";"09/01/2027";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Software de Ponto RHiD ( Até 20 funcionários )|- Serviço técnico de apoio e suporte remoto."
"2711";"44465948000198 PRIME ES AUTOMO";"PRIME ES AUTOMOVEIS LTDA";;"Financeiro";"(27)3203-9494";"supervisao.dp@grupoprimees.com.branalista01.dp@grupoprimees.com.brnfs01@atasistemas.com.br";"Valor R$ 237,72  - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"05/08/2024";"05/08/2026";"07/11/2024 17:55";"05/08/2026";"Descrição: Contrato de manutenção de sistema de ponto.||PRIME ES AUTOMOVEIS - HYUNDAI|- Licença Mensal do Ponto Secullum Web ( Até 50 funcionários )|- Serviço técnico de apoio e suporte remoto.||20/08/2025 - Renovação por IGPM. Acréscimo de 2,96%. Passando de R$237,72 para R$244,76"
"2520";"22429967000126 R A C MIRANDA C";"R A C MIRANDA COMERCIO E SERVICOS AUTOMOTIVOS";;"Financeiro";"(27)3019-3802";"clebercar.centrotecnico@outlook.comnfs01@atasistemas.com.br";"R$97,60 Mensal | Locação Equipamento com Suporte - On Site";"ATIVO";"SERVIÇOS";"25/03/2024";"25/03/2026";"07/11/2024 17:55";"25/03/2026";"Descrição: Locação do equipamento + Suporte||[MENSAL] 1 (um) - Locação do Coletor Control ID iDFace"
"2592";"22429967000126 R A C MIRANDA C";"R A C MIRANDA COMERCIO E SERVICOS AUTOMOTIVOS";;"Financeiro";"(27)3019-3802";"clebercar.centrotecnico@outlook.comnfs01@atasistemas.com.br";"Valor R$ 129,03 Mensal I Ponto Web 10F";"ATIVO";"Ponto Secullum";"15/05/2024";"15/05/2026";"07/11/2024 17:55";"15/05/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web ( Até 10 funcionários )|- Serviço técnico de apoio e suporte remoto.||- 23/02/2024 - Upgrade no sistema Ponto Secullum Web, passando da versão PRO para ULTIMATE||- 21/05/2025 - Contrato renovado por IGPM. Acréscimo de 8,51%. Passando de R$118,91 para R$129,03"
"2659";"07170062000190 REPUBLIC. VIX C";"REPUBLIC. VIX COMERCIO EXTERIOR LTDA";;"Financeiro";"2721012899";"rh.vix@republicvix.com.brregiane@chenson.com.brJaqueline@chenson.com.brnfs01@atasistemas.com.br";"Active - Mensal RHiD";"ATIVO";"Ponto ControlID";"05/06/2024";"05/06/2026";"07/11/2024 17:55";"05/06/2026";"ENVIAR NF XML|Descrição: Serviço de manutenção ao software de ponto.||Licença do Software RHiD ( 20 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||*EMPRESAS DO GRUPO (BANCO DE DADOS SEPARADO PARA CADA EMPRESA)|BEST BAG COMERCIO DE BOLSAS E ACESSORIOS LTDA | 27428062000155|VG GABAR DISTRIBUIDORA E COMERCIO EXTERIOR LTDA | 13563043000127|CHENSON COMERCIO EXTERIOR LTDA | 65514184000234|REPUBLIC. VIX COMERCIO EXTERIOR LTDA | 07170062000190||Linha do Tempo:|25/07/2025 - Renovação por IGPM. Acréscimo de 7,02%. Passando de R$100,00 para R$107,03"
"2429";"33675152000143 RODEIO COMERCIO";"RODEIO COMERCIO DE COMBUSTIVEIS LTDA";;"Financeiro";"(27)3065-4056";"postorodeiocombustiveis@gmail.comnfs01@atasistemas.com.br";"Valor R$244,00 Mensal | RHiD";"ATIVO";"Ponto ControlID";"05/02/2024";"05/02/2027";"07/11/2024 17:55";"05/02/2027";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Software de Ponto RHiD ( Até 20 funcionários )|- Serviço técnico de apoio e suporte remoto.||06/08/2025 - Upgrade do software de ponto RHID ( +20 funcionários ativos | + 1 CNPJ). Banco alterado de 30 para até 50 funcionários e de 2 (duas) para até 3 (três) empresas. Acréscimo de R$ 65,00 passando de R$ 179,00 para R$ 244,00 mensais. ||Aditivo ao Contrato de manutenção de sistema de ponto 2429 da empresa 33675152000143 — RODEIO COMERCIO DE COMBUSTIVEIS LTDA.|OBJETO: Upgrade do software de ponto RHID ( +10 funcionários ativos | + 1 CNPJ)||Reter ISS"
"2305";"28397677000124 SALSA PIZZA E C";"SEBASTIAO PEDRO DE FREITAS";;"Financeiro";"(27) 99700-400";"rh@gruposalsa.com.brnfs01@atasistemas.com.br";"Valor R$263,26 Mensal | TopPonto Web";"ATIVO";"Ponto Topdata";"06/11/2023";"06/11/2026";"07/11/2024 17:55";"06/11/2026";"Descrição: Serviço de manutenção ao software de ponto.|- Licença do software TopPonto Web ( 50 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||17/11/2025 - Renovação por IGPM.|Em percentual:   6,5556%|Em fator de multiplicação:   1,065556|Os valores do índice utilizados neste cálculo foram:|Novembro-2023 = 0,59% Dezembro-2023 = 0,74% Janeiro-2024 = 0,07% Fevereiro-2024 = -0,52% Março-2024 = -0,47% Abril-2024 = 0,31% Maio-2024 = 0,89% Junho-2024 = 0,81% Julho-2024 = 0,61% Agosto-2024 = 0,29% Setembro-2024 = 0,62% Outubro-2024 = 1,52% Novembro-2024 = 1,30% Dezembro-2024 = 0,94% Janeiro-2025 = 0,27% Fevereiro-2025 = 1,06% Março-2025 = -0,34% Abril-2025 = 0,24% Maio-2025 = -0,49% Junho-2025 = -1,67% Julho-2025 = -0,77% Agosto-2025 = 0,36% Setembro-2025 = 0,42% Outubro-2025 = -0,36%.|Valor atualizado  =  valor * fator  =  R$247,06 * 1,065556|Valor atualizado  =  R$263,26"
"2530";"44696134000164 STYROVIX INDUST";"STYROVIX INDUSTRIA DE EPS LTDA";;"Financeiro";"(27)3339-8186";"adm2@isocil.com.brfinanceiro@isocil.com.brnfs01@atasistemas.com.br";"Valor R$344,16 Mensal | Ponto Web";"ATIVO";"Ponto Secullum";"03/04/2024";"03/04/2026";"07/11/2024 17:55";"03/04/2026";"Descrição: Contrato de manutenção de sistema de ponto.||- Licença Mensal do Ponto Secullum Web PRO ( Até 50 funcionários )|- Serviço técnico de apoio e suporte remoto.|     |O contrato irá atender também aos CNPJs:|05067748000125 — ISOCIL INDUSTRIA DE EPS LTDA|11060319000129 — ISOVILA COMERCIO E SERVICOS DE EPS LTDA||27/10/2025 - Adicional de +10 funcionários, passando de 50 para até 60 funcionários ativos. Acréscimo de R$40,00, passando de R$ 304,16 para R$ 344,16 mensais.||01/04/2025 - Renovação por IGPM. Acréscimo de 8,58%. Passando de R$280,11 para R$304,16|"
"2632";"28129732000103-TAVINHO MATERIA";"TAVINHO MATERIAL DE CONSTRUCAO LTDA";;"Financeiro";"27 3322-3190";"financeiro@tavinhomateriais.com.brnfs01@atasistemas.com.br";"Valor R$ 174,29 - Mensal Ponto Web 30F";"ATIVO";"Ponto Secullum";"21/05/2024";"21/05/2026";"07/11/2024 17:55";"21/05/2026";"Descrição: Contrato de manutenção de sistema de ponto.||13/06/2025. Renovação por IGPM. Acréscimo de 8,51%. Passando de R$160,62 para R$174,29|Renovar no IGP-M.||- Licença Mensal do Ponto Secullum Web ( Até 30 funcionários )|- Serviço técnico de apoio e suporte remoto.||Contrato atendendo às empresas:|28129732000103 — TAVINHO MATERIAL DE CONSTRUCAO EIRELI|07154384000146 — DEBRAM MATERIAL DE CONSTRUCAO EIRELI"
"2661";"13563043000127 VG GABAR DISTRI";"VG GABAR DISTRIBUIDORA E COMERCIO EXTERIOR LTDA";;"Financeiro";"2721042899";"rh.vix@republicvix.com.brregiane@chenson.com.brJaqueline@chenson.com.brnfs01@atasistemas.com.br";"Active - Mensal RHiD";"ATIVO";"Ponto ControlID";"05/06/2024";"05/06/2026";"07/11/2024 17:55";"05/06/2026";"Descrição: Serviço de manutenção ao software de ponto.||Licença do Software RHiD ( 20 funcionários ativos ) + Serviço técnico de apoio e suporte remoto.||*EMPRESAS DO GRUPO (BANCO DE DADOS SEPARADO PARA CADA EMPRESA)|BEST BAG COMERCIO DE BOLSAS E ACESSORIOS LTDA | 27428062000155|VG GABAR DISTRIBUIDORA E COMERCIO EXTERIOR LTDA | 13563043000127|CHENSON COMERCIO EXTERIOR LTDA | 65514184000234|REPUBLIC. VIX COMERCIO EXTERIOR LTDA | 07170062000190||25/07/2025 - Renovação por IGPM. Acréscimo de 7,02%. Passando de R$100,00 para R$107,03"
"2655";"30461246000121-VIRTUAL SEG ELE";"VIRTUAL SEG ELETRONICA LTDA";;"Financeiro";"3329-9212";"financeiro@virtualseguranca-es.com.brnfs01@atasistemas.com.br";"Active - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"27/06/2024";"27/06/2026";"07/11/2024 17:55";"27/06/2026";"Descrição: Contrato de manutenção de sistema de ponto.||23/02/2024 - Adicional de +10 funcionários ativos passando de 10 para 20 funcionários ativos. Acréscimo de R$ 60,00, passando de R$ 149,00 para o valor mensal de R$ 209,00.||Licença Mensal do Software Web de Gerenciamento de Ponto Secullum ( Até 10 funcionários ) + Aplicativo para smartphone (Android e iOS) + Suporte Remoto Total||09/07/2025 Renovação por IGPM. Acréscimo de 7,02%. Passando de R$209,00 para R$223,68"
"2524";"02133534000111 M G M ADMINISTR";"M G M ADMINISTRACAO E SERVICOS LTDA";;"FINANCEIRO";"272233-9800";"ivana.mazzega@mgmonline.com.brgabriella.alvim@mgmonline.com.brrosimara.barbosa@mgmonline.com.brsheila.meirelles@mgmonline.com.br";"Active - Mensal Ponto Web";"CANCELADO";"Ponto Secullum";"01/04/2024";"01/04/2025";"07/11/2024 17:55";"01/04/2025";"OBS: Verificar todo mês com Adriano qual valor vai ser cobrado (QUANTIDADE DE PESSOAS X 3,45)"
"2753";"04273412000156 UNIBOX SUPERMER";"UNIBOX SUPERMERCADOS LTDA";;"Financeiro";"3326-1518";"unibox007@hotmail.comnfs01@atasistemas.com.br";"Active - R$338,98 - Mensal Ponto Web";"ATIVO";"Ponto Secullum";"04/09/2024";"04/09/2026";"07/11/2024 17:55";"04/09/2026";"Descrição: Serviço de manutenção ao software de ponto.||- Licença do Ponto Secullum Web Pro ( 50 funcionários ativos ) + Serviço técnico de apoio e suporte remoto."
"2665";"04331164000152 MILLAR IMPORTAC";"MILLAR IMPORTACAO E EXPORTACAO LTDA";;"Financeiro";"27 3434 1000";"rh@millar.com.brdp@millar.com.brnfs01@atasistemas.com.br";"Active - Locação iDFace + Ponto Web";"ATIVO";"Ponto Secullum + Locação REP";"05/06/2024";"05/06/2026";"07/11/2024 17:55";"05/06/2026";"CONTRATO EM NEGOCIAÇÃO I NÃO APLICAR REAJUSTE||03/06/25 Não realizar renovação devido a negociação. (email João 03/06/25)||Linha do tempo:|Faturar o Contrato 2665 considerando as seguintes parcelas restantes e, após, interromper faturamento:|Parcela 1: R$ 530,00 (vencimento no dia 05/05/2025)|Parcela 2: R$ 530,,00 (vencimento no dia 05/06/2025) e|Parcela 3: R$ 444,51 (vencimento no dia 05/07/2025).|********Após, interromper faturamento.*******|||Faturar o Contrato 2665 considerando as seguintes parcelas restantes e, após, interromper faturamento:|Parcela 1: R$ 530,00 (vencimento no dia 05/02/2025)|Parcela 2: R$ 530,,00 (vencimento no dia 05/03/2025) e|Parcela 3: R$ 265,00 (vencimento no dia 05/04/2025).|********Após, interromper faturamento.*******||26/03/2025 - E-mail novo de contato dp@millar.com.br"
